order_no,user_id,password,gender,age,cheese_name,cheese_texture,cheese_category,buy_count,total_price
29177,4377136,1,M,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29178,5635083,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29179,6462804,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29180,1225947,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29181,4568664,1,F,20,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29182,6064704,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29183,6073083,1,M,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29184,1481654,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29185,3804684,1,M,40,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29186,5363354,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29187,6528502,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29188,5433581,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29189,1566450,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29190,2660603,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29191,2686579,1,M,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29192,3878909,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29193,1033757,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29194,1873320,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29195,5869001,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29196,74486,1,F,20,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29197,4537079,1,F,60,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29198,6231461,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,4,16660
29200,1974689,1,M,30,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29201,1993301,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29202,4068294,1,F,20,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29203,1313583,1,M,30,덴마크 까망베르 치즈,소프트치즈,까망베르,4,16660
29204,3560876,1,M,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29205,129953,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29206,3982607,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29207,5814686,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29208,5774495,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29209,5725133,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29210,5262681,1,M,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29211,4426603,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29212,1493295,1,M,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29213,1489186,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29214,188524,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29215,1377495,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29216,3464733,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,5,20825
29217,4227428,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29219,4849003,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29220,6135649,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29221,4664584,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29222,3273972,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29223,4624230,1,F,20,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29224,2831852,1,F,40,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29225,3180289,1,F,50,덴마크 까망베르 치즈,소프트치즈,까망베르,2,8330
29226,2660402,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29227,3107340,1,F,30,덴마크 까망베르 치즈,소프트치즈,까망베르,1,4165
29228,5732453,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29229,2785843,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29230,2848391,1,F,40,베이크드 까망베르,소프트치즈,까망베르,1,11900
29231,1656665,1,F,30,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
29234,106266,1,F,50,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29236,2324291,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29237,3251984,1,F,50,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29239,5769077,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,5,24500
29241,5032291,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29242,4723764,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29243,4442363,1,F,30,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29244,2246530,1,F,30,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29245,983662,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29248,3295586,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29250,5649181,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29251,1136622,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29253,5109919,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,5,24500
29254,1846741,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29255,4048283,1,M,30,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29256,1147658,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29258,1536809,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,5,24500
29260,3830648,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,1,4900
29261,4463731,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,9,44100
29262,2925332,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29263,2122474,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29264,3066062,1,M,50,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29266,3744463,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29267,2574360,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,9,44100
29270,5111634,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29271,3747257,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29272,2784034,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29273,2225055,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,1,4900
29274,2871249,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29275,1884418,1,M,30,모짜렐라,후레쉬치즈,모짜렐라,6,29400
29276,4559403,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,8,39200
29277,2068056,1,M,30,모짜렐라,후레쉬치즈,모짜렐라,3,14700
29278,1921941,1,F,30,모짜렐라,후레쉬치즈,모짜렐라,4,19600
29279,3329636,1,F,40,모짜렐라,후레쉬치즈,모짜렐라,2,9800
29280,2899305,1,F,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29281,4689352,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29282,3778052,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29284,686502,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29285,1974457,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29289,1986843,1,M,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29290,1413086,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29291,862333,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29292,2954599,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29294,4736825,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29295,119395,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29296,242202,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29298,2911560,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29299,6182482,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29300,2566315,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29301,5078108,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29302,2046196,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29303,3402448,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29305,6379821,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29307,3119789,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
29308,3566292,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29309,803377,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29311,1810507,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29312,5710582,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
29313,719355,1,M,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29314,756824,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29316,916494,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29318,6522255,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29319,4180704,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29320,3983046,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29322,2154571,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29323,6317480,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29324,3571603,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7740
29325,691901,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,1,3870
29326,3806064,1,F,20,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29327,5195995,1,M,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29328,2483540,1,M,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29329,5706842,1,F,50,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29331,890876,1,M,50,락토스프리 모짜렐라,후레쉬치즈,모짜렐라,1,5700
29332,3444230,1,F,50,락토스프리 모짜렐라,후레쉬치즈,모짜렐라,1,5700
29333,6280643,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,2,13200
29334,2141509,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,6,39600
29335,3536044,1,M,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29336,3451865,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,2,13200
29337,1499482,1,M,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29338,6256430,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29340,1027594,1,M,30,이탈리아 부라타 120g,후레쉬치즈,부라타,3,19800
29341,2153197,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,2,13200
29342,850033,1,F,30,이탈리아 부라타 120g,후레쉬치즈,부라타,3,19800
29343,389547,1,F,40,이탈리아 부라타 120g,후레쉬치즈,부라타,1,6600
29344,422944,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7900
29345,3203443,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,14900
29346,1878542,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
29347,5548234,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,23800
29348,4206639,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,23800
29353,650024,1,M,50,리코타 치즈,후레쉬치즈,리코타,6,71400
29354,3868664,1,F,50,리코타 치즈,후레쉬치즈,리코타,3,35700
29356,3374271,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
29359,2355718,1,F,30,리코타 치즈,후레쉬치즈,리코타,1,11900
29360,861951,1,F,40,리코타 치즈,후레쉬치즈,리코타,4,47600
29362,5128579,1,F,40,리코타 치즈,후레쉬치즈,리코타,2,23800
29365,4414653,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,23800
29366,3652835,1,M,40,리코타 치즈,후레쉬치즈,리코타,1,11900
29368,5020829,1,F,40,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,1,7400
29369,2071566,1,F,30,파르미지아노 레지아노,하드치즈,파르미지아노 레지아노,2,14800
29370,3722952,1,M,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
29371,4620400,1,F,20,리코타 치즈,후레쉬치즈,리코타,1,4600
29372,358110,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
29373,1601339,1,F,40,리코타 치즈,후레쉬치즈,리코타,1,11900
29374,2504902,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,23800
29375,937926,1,F,50,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
29376,1966580,1,F,30,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
29377,6056354,1,F,40,1000일 숙성 고다 치즈,세미하드치즈,고다,1,9900
29378,4035816,1,F,40,만체고 치즈 6개월,하드치즈,만체고,1,7900
29379,2334858,1,F,30,만체고 치즈 6개월,하드치즈,만체고,2,15800
29380,4480060,1,F,30,만체고 치즈 6개월,하드치즈,만체고,2,15800
29381,5978274,1,F,30,만체고 치즈 6개월,하드치즈,만체고,2,15800
29382,145692,1,M,40,만체고 치즈 6개월,하드치즈,만체고,1,7900
29383,1481520,1,F,20,만체고 치즈 6개월,하드치즈,만체고,1,7900
29384,5756954,1,M,30,까망베르 2종,소프트치즈,까망베르,1,11900
29385,6431446,1,F,40,까망베르 2종,소프트치즈,까망베르,1,11900
29386,45492,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29387,4492304,1,F,20,모짜렐라 로그,후레쉬치즈,모짜렐라,2,31800
29388,6100859,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
29389,4401515,1,F,40,에멘탈 슬라이스,세미하드치즈,에멘탈,1,5500
29390,4196874,1,F,30,에멘탈 슬라이스,세미하드치즈,에멘탈,2,11000
29391,345076,1,M,50,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
29392,1473349,1,F,30,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
29393,1761491,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,6900
29394,6364485,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29395,6337472,1,F,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
29397,6147129,1,F,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
29400,5056139,1,F,40,파르미지아노 레지아노 18개월,하드치즈,파르미지아노 레지아노,1,8900
29401,2848333,1,M,40,쁘띠 브리,소프트치즈,브리,1,5130
29402,212435,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29404,6076924,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29405,3936472,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29407,3447488,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29408,4736723,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29409,4273177,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29410,3333476,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29411,2803512,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29412,5602264,1,M,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29413,3038122,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29414,5299380,1,F,50,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29415,5897295,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29416,489042,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29417,4634144,1,F,40,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,1,5900
29418,3175932,1,F,30,리코타 치즈,후레쉬치즈,리코타,2,9200
29419,4412769,1,F,50,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29420,1574655,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29422,3763539,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29423,4397373,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29424,5063861,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,2,31800
29425,6286633,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29426,742392,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,7900
29427,4725272,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,7900
29429,5045161,1,F,40,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29430,3683170,1,F,30,모짜렐라 로그,후레쉬치즈,모짜렐라,1,15900
29431,2742170,1,F,40,모짜렐라 카우,후레쉬치즈,모짜렐라,10,39900
29434,5799794,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
29437,2184494,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
29438,564558,1,F,30,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
29441,1153627,1,M,40,모짜렐라 카우,후레쉬치즈,모짜렐라,10,39900
29444,4739959,1,F,50,모짜렐라 카우,후레쉬치즈,모짜렐라,3,11970
29448,2832132,1,F,20,모짜렐라 카우,후레쉬치즈,모짜렐라,2,7980
29449,5098294,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,10,51300
29450,2160991,1,F,30,쁘띠 까망베르,소프트치즈,까망베르,2,10260
29452,1229870,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,3,15390
29456,3317070,1,F,30,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29459,2409474,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29462,4756017,1,F,40,쁘띠 까망베르,소프트치즈,까망베르,1,5130
29465,2134819,1,F,30,1833 체다 치즈,세미하드,체다,1,4200
29469,6083213,1,F,30,1833 체다 치즈,세미하드,체다,5,21000
29470,6453264,1,F,30,1833 체다 치즈,세미하드,체다,1,4200
29472,4129980,1,F,20,1833 체다 치즈,세미하드,체다,1,4200
29475,3925175,1,M,30,1833 체다 치즈,세미하드,체다,6,25200
29478,2183852,1,F,20,1833 체다 치즈,세미하드,체다,3,12600
29479,1199324,1,F,30,1833 체다 치즈,세미하드,체다,6,25200
29481,3627635,1,F,40,1833 체다 치즈,세미하드,체다,2,8400
29483,2462417,1,F,30,1833 체다 치즈,세미하드,체다,3,12600
29484,2074104,1,F,30,1833 체다 치즈,세미하드,체다,5,21000
29485,5361434,1,F,50,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29486,3056954,1,F,30,뉴질랜드 체다 치즈 3종,세미하드치즈,체다,2,11800
29489,1130002,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
29493,2567238,1,F,40,버팔로 모짜렐라,후레쉬치즈,모짜렐라,1,8900
29494,2152759,1,F,40,보코치니,후레쉬치즈,모짜렐라,1,6800
29495,3862423,1,F,30,보코치니,후레쉬치즈,모짜렐라,1,6800
29497,1610100,1,F,40,보코치니,후레쉬치즈,모짜렐라,1,6800
29498,4178371,1,F,40,보코치니,후레쉬치즈,모짜렐라,1,6800
29499,4863598,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29500,1755996,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,2,9200
29501,3475561,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29502,2649056,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29503,3679986,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29504,1161363,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29505,6056506,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29506,2065337,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
29507,6156540,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29508,4989375,1,M,50,쁘띠 브리,소프트치즈,브리,1,5130
29509,3157998,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
29510,724583,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29511,3351936,1,F,20,쁘띠 브리,소프트치즈,브리,1,5130
29512,1617469,1,F,50,쁘띠 브리,소프트치즈,브리,1,5130
29513,190985,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
29514,5224713,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29515,5645452,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29516,6125267,1,M,40,쁘띠 브리,소프트치즈,브리,1,5130
29517,4629504,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29518,3873329,1,F,40,쁘띠 브리,소프트치즈,브리,2,10260
29519,5135029,1,F,20,쁘띠 브리,소프트치즈,브리,1,5130
29520,2960145,1,F,30,쁘띠 브리,소프트치즈,브리,2,10260
29522,6194788,1,F,50,쁘띠 브리,소프트치즈,브리,1,5130
29523,3283996,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29524,4919079,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
29525,5220432,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29526,4518991,1,F,30,쁘띠 브리,소프트치즈,브리,1,5130
29527,710979,1,M,40,쁘띠 브리,소프트치즈,브리,2,10260
29528,3067619,1,F,40,쁘띠 브리,소프트치즈,브리,1,5130
29529,334285,1,M,30,쁘띠 브리,소프트치즈,브리,1,5130
29530,3324325,1,M,20,쁘띠 브리,소프트치즈,브리,1,5130
29531,2468015,1,F,40,부라타 치즈,후레쉬치즈,부라타,3,44700
29540,4824791,1,F,20,부라타 치즈,후레쉬치즈,부라타,4,59600
29545,5362280,1,F,40,부라타 치즈,후레쉬치즈,부라타,3,44700
29551,5706666,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29555,4657685,1,F,40,부라타 치즈,후레쉬치즈,부라타,2,29800
29559,670108,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29576,2822368,1,F,20,부라타 치즈,후레쉬치즈,부라타,4,59600
29578,3704877,1,F,30,부라타 치즈,후레쉬치즈,부라타,8,119200
29580,5825079,1,M,40,부라타 치즈,후레쉬치즈,부라타,12,178800
29581,3773111,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29583,989482,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,14900
29586,4544486,1,F,30,부라타 치즈,후레쉬치즈,부라타,4,59600
29589,1398681,1,M,70,부라타 치즈,후레쉬치즈,부라타,6,89400
29604,5053917,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29607,5110466,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,14900
29610,566429,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,14900
29615,3721706,1,M,50,부라타 치즈,후레쉬치즈,부라타,4,59600
29622,1732829,1,F,30,부라타 치즈,후레쉬치즈,부라타,3,44700
29630,6516791,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,14900
29636,5425205,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,14900
29638,4830673,1,F,40,부라타 치즈,후레쉬치즈,부라타,2,29800
29643,3971513,1,F,40,부라타 치즈,후레쉬치즈,부라타,3,44700
29647,119835,1,F,40,부라타 치즈,후레쉬치즈,부라타,4,59600
29650,5672458,1,F,30,부라타 치즈,후레쉬치즈,부라타,10,149000
29651,5043724,1,F,40,부라타 치즈,후레쉬치즈,부라타,2,29800
29656,6494769,1,F,30,부라타 치즈,후레쉬치즈,부라타,3,44700
29659,792503,1,M,50,부라타 치즈,후레쉬치즈,부라타,5,74500
29661,2272156,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29664,5017422,1,F,30,부라타 치즈,후레쉬치즈,부라타,3,44700
29667,4899347,1,F,40,부라타 치즈,후레쉬치즈,부라타,2,29800
29674,2532982,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,14900
29676,4194873,1,F,40,부라타 치즈,후레쉬치즈,부라타,3,44700
29679,613151,1,F,40,부라타 치즈,후레쉬치즈,부라타,1,14900
29685,1862711,1,F,10,부라타 치즈,후레쉬치즈,부라타,3,44700
29692,1813836,1,F,20,부라타 치즈,후레쉬치즈,부라타,10,149000
29695,234709,1,F,30,부라타 치즈,후레쉬치즈,부라타,2,29800
29697,3302025,1,M,40,부라타 치즈,후레쉬치즈,부라타,3,44700
29707,757308,1,F,30,부라타 치즈,후레쉬치즈,부라타,4,59600
29708,702504,1,M,50,부라타 치즈,후레쉬치즈,부라타,1,14900
29710,548199,1,F,40,부라타 치즈,후레쉬치즈,부라타,5,74500
29714,1866336,1,F,40,부라타 치즈,후레쉬치즈,부라타,5,74500
29721,3948832,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,14900
29723,83090,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,14900
29727,192354,1,F,20,부라타 치즈,후레쉬치즈,부라타,3,44700
29731,3490948,1,F,40,부라타 치즈,후레쉬치즈,부라타,15,223500
29732,2852759,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,14900
29737,1231585,1,F,30,부라타 치즈,후레쉬치즈,부라타,5,74500
29738,5325718,1,F,50,부라타 치즈,후레쉬치즈,부라타,10,149000
29742,4503355,1,F,20,부라타 치즈,후레쉬치즈,부라타,1,14900
29744,6295760,1,F,30,부라타 치즈,후레쉬치즈,부라타,5,74500
29745,1138617,1,F,30,부라타 치즈,후레쉬치즈,부라타,1,14900
29747,1603320,1,M,70,부라타 치즈,후레쉬치즈,부라타,5,74500
29750,5483779,1,F,20,부라타 치즈,후레쉬치즈,부라타,2,29800
29752,2885461,1,F,40,부라타 치즈,후레쉬치즈,부라타,10,149000
29755,2918505,1,F,20,부라타 치즈,후레쉬치즈,부라타,15,223500
29756,1666460,1,F,30,부라타 치즈,후레쉬치즈,부라타,5,74500
29759,5053128,1,F,40,부라타 치즈,후레쉬치즈,부라타,8,119200
29760,2195054,1,F,30,부라타 치즈,후레쉬치즈,부라타,7,104300
29763,6285261,1,F,20,부라타 치즈,후레쉬치즈,부라타,8,119200
29766,3129210,1,F,30,부라타 치즈,후레쉬치즈,부라타,5,74500
29767,4220370,1,F,30,부라타 치즈,후레쉬치즈,부라타,8,119200
29776,18875,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29777,312707,1,M,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29778,5447365,1,F,30,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,1,4600
29779,4408601,1,M,40,바질 모짜렐라 치즈,후레쉬치즈,모짜렐라,2,9200
